Hurst,L,lambdaR,lambdaS,surfaceEnergy,rho
0.76216431985087,609.784079719175,293.00631766738115,9.589472155554425,4.152797695575183,4.836757174920747
0.8020335628441033,1086.5712412192488,287.3960498017914,3.8105108440217643,4.783500253570425,6.818108617288771
0.8959627810449899,735.6796069338125,136.0267242244302,3.486585504714652,2.3664186318450526,8.736673384319937
0.7701581750972927,643.4946574487001,161.33882603808505,1.325302704138366,0.5902200648621785,0.6217140310791542
0.8985737837824346,803.4171976691355,135.04878573342268,5.898961938734301,2.6133773955509856,7.485441012020001
0.8825001410550939,1025.60749843639,206.47138249293323,5.478110294585324,0.8069640759611432,3.7975032899736902
0.8935662006557146,736.0366293776356,240.67177648823144,9.667340234180475,4.743997333561452,9.322955816650785
0.8301974410596373,980.0639947492107,210.45419490672998,1.2965415862660379,3.6181096737858973,0.5037601265767748
0.7069044335356264,929.4086303472375,123.77524754895109,1.1232439200477304,3.4776422561141622,8.654879828060569
0.7584673330560601,639.2283200955144,117.61465481623259,6.888140555831693,0.10461582986025134,3.168889306236565
0.8899959711107523,885.2158163895738,163.19974872330928,8.41334854152151,0.10696559220203082,2.3910928269471614
0.8216318828990975,986.638031075359,230.53541555622857,2.7325991559508283,3.268097999848139,9.065690741711315
0.8284794703587928,895.9184504986248,144.84133188342804,1.569827404052595,1.2577084429445347,6.620365438824497
0.8686864916280733,522.6113027980824,114.17776019080588,7.282765493566616,4.2345296183023065,5.611890598482282
0.7091226125644858,972.8372038673496,292.0821793799379,1.4413905383990993,0.2691447520138439,6.546998202619471
0.8516548137598239,537.2739948278106,171.03858185364697,6.641050899899778,2.443866588283187,0.7789343300060638
0.7821432869204683,842.0327693197389,141.7883842533067,1.4559599834112131,1.8082690410572908,5.18737019060306
0.7020051623895281,723.9571918860283,132.74230993641783,1.0048153809511073,4.243235539121469,7.273644184787661
0.7514209353353921,837.6224802262682,243.08975636734235,4.497553694451738,0.9587292651377957,1.96572496993766
0.7933028203049135,620.684215568093,190.7175272343964,7.092234189786976,4.650561246799106,1.7552820089450987
0.8253859214174851,782.6826864143334,173.2973437870928,4.911235755416463,3.892955335565665,2.276469242294978
0.8198249805070202,603.982182139608,207.25403560136357,3.7499063302024127,4.004587417616013,7.770526566085188
0.792878552828934,949.1720390324781,282.58615260561453,2.0975185407750567,1.9751000170199269,7.938651074582561
0.8916854184964578,623.7238425062529,267.0562407087245,7.224842579434927,3.8153730371910135,8.329547101137507
0.7294036187672202,552.2858899800306,277.3165063478292,3.725898778059098,3.4742534119628226,7.195296284343736
0.8452405280411939,1087.5892435535243,130.50582799847706,4.921440047327721,1.9939788721521208,4.060581542578082
0.8679150098709121,939.9049544653059,214.02489054758362,7.035493819188949,3.0488458624754857,5.7916404720844685
0.7284169662809009,1039.6740029111584,164.0993702963504,1.215927413231824,2.334470773679261,3.1230064599835714
0.848195816957275,857.3908675674913,159.00461540277198,6.550714779859,1.4811492713335086,2.73993310554699
0.8308792787640905,707.5753611884239,168.67712806932022,3.7927645011816438,0.10450135207127396,8.273785930199763
0.7640094673657973,518.7229945769939,239.2187783066763,6.668316269620542,3.0201245319821086,7.129029866198634
0.8919067505003861,1018.2648398118441,114.44799614110119,1.0452475302785502,3.2794109734231167,1.5628278608519213
0.87583584738125,1099.448169760854,111.91537789369957,1.1377713813539785,3.1357156517955143,2.8251991941128316
0.8221545540540227,727.1832144319416,290.8783198367245,2.6215829891861664,1.7462609112976886,9.065802173943936
0.721385422906982,971.1731456684248,163.7446034107114,2.275437481779514,4.6952620231887625,9.43846249400497
0.7690139976507563,1079.0499205095898,279.6180179828998,4.882285477412186,0.8499067727089518,2.9391768251431505
0.8056819722171414,1088.9337023794346,250.67212812128753,7.523545511308164,2.9539708841664516,5.928438586021976
0.8369723824056723,506.8077355752291,240.0521565027103,1.2565955732083611,4.564076467033284,3.1819175229584884
0.8389921976369101,677.6849793062775,177.84080309137707,7.129772248435576,1.539133710623229,2.3398489109984957
0.8638540512592693,931.5609234582953,233.8710549695604,4.62423987209703,1.4457955798100723,0.44469391416304804
0.8267624910942296,938.4473798906201,172.4305423094458,6.273004508217415,0.5044860725759357,1.9838222823517313
0.7863186838109237,1065.0084232212616,154.13922923504725,8.235233883364346,4.280985668989147,9.932567730043989
0.7745471920885622,934.5633223362328,192.87640496031645,9.160967680261928,2.1786405951972907,9.262329528615759
0.74707842290096,785.1138418657429,112.27613287124296,3.2595442821184326,1.8944511434482534,9.536921446694729
0.8889953343086948,555.2426113393675,231.2510162582396,8.187157522725885,0.13872492813101983,4.450063186062503
0.7978791064757887,663.283359261235,136.0259260664811,7.059462984304135,1.1787556185690096,9.147309278542641
0.7421514947376135,640.0479163646197,177.85867799445447,7.603717595483112,2.1821681609982315,9.17885865643656
0.8141174351466376,950.7250643789325,146.79617806899716,2.6621437920356983,0.7761916920882401,6.576841740595402
0.8500882781727354,1063.4370851302133,284.58007752752786,4.52199410198397,2.8860192187418194,0.6793428378609718
0.7465348586558419,832.2447099353506,287.45289180977807,3.6145398279118632,3.2453090803657614,3.21127725195444
0.7495141710570766,989.7389521717917,234.49300114207426,8.024546661800848,3.924365843567699,2.7647692791497342
0.8153730762038266,532.1346818101927,165.5638099687567,9.232419615984416,2.675585689940764,8.117260469107396
0.811539180560402,697.112815370441,256.82227603270326,6.603666095212375,2.450770496438095,7.6926312704372135
0.8489636530832836,1053.2525875744673,211.02057756517013,8.735183726335858,2.3671364008834135,4.523419889166138
0.7462747500969913,848.4441352563142,259.0844679734018,2.1198073062393306,1.3788205491325616,6.2136135344743115
0.8941057039176263,576.7057392848211,172.00788676035646,5.187289212153265,0.5321791301643204,8.136142359400882
0.8867689957959384,881.1710092542678,256.26202808032554,9.368628156362554,3.016920853719344,5.450113294371534
0.7008950135176877,645.5764579641321,267.9989996184017,9.227129687310235,0.6280461061392217,7.133056099644928
0.8884462702551559,748.3253874144586,177.24815870779344,5.382011119923893,2.7039669088695706,5.72958230234006
0.7144850339258749,521.3453819622389,275.28886146138166,9.079193909955402,0.3130306603259815,7.423088144090215
0.7891919070343323,692.270835423565,192.71320980850655,8.826612168143392,2.6024237122636475,0.14491689934709934
0.8179347803374915,905.5840093471556,265.74258081715186,3.1897005725396674,3.9586803466698015,3.1347800317936114
0.8908235791783614,925.4933167803202,206.5477972869283,9.045631893715681,0.2313924425768251,6.440885331159076
0.8440585882509086,710.9871778195992,259.4024614137255,4.674943762523187,2.1840045016104397,4.759144608457015
0.8040241548861687,572.7528962701987,257.82036796470845,4.494640188456476,4.747909049208444,7.909329300162814
0.7345941509747349,657.425403415556,116.16389906237883,4.999049293426864,0.07871359302818265,2.333091819720877
0.8677925146564651,861.8397684437017,124.31104928223925,3.8038679217807476,2.719245414751055,3.113315131642291
0.8341373653642211,834.4486933456599,176.89062590615026,6.135270474776028,0.7862835208152545,9.146185617999814
0.8448651400374485,1010.0409569088233,118.47128953366952,2.890725962000021,1.603712866187768,0.5372807490539426
0.7402441015064137,995.0673620809237,232.75051499639798,6.621058727166503,2.7455779923629753,2.190675141909364
0.7058148784505104,603.1919187772672,150.60018172431174,9.886070261547298,4.193165179668112,4.128201291442589
0.7180039711853268,501.71915073186153,279.90540250835363,4.731006919772951,3.3643728496379772,7.15068939806015
0.8487332235759977,1099.2538124448538,217.09132931186042,8.942355992192265,3.2244065833273403,9.513785099043893
0.7239042207129975,646.656883780177,176.12665726496073,4.29172443670072,0.31096373220308365,8.065394519684412
0.861683124067749,532.9252207457462,174.38784945233238,9.339255505870739,4.209281414080482,0.5348849362228998
0.8530954449080931,824.0862890964556,122.12466098615455,4.7339340320584276,1.730494322788908,3.055318434332868
0.7898928232693515,744.9471516789918,224.06436607849136,7.842689843781931,1.8908320252695823,2.257787546912187
0.8761117894863859,892.4706631946073,209.84040096106995,4.582467940945005,1.3233064297656236,0.8895421507579453
0.765693815288341,950.4516230387565,219.94009786194462,9.506368422092807,4.1295133211659945,7.705466420416629
0.7488384356119999,550.1108280278745,240.5014716121868,3.454463207791111,3.58803677795466,3.3949064725489277
0.7906487422283662,516.3847548532162,268.6259693693497,7.208803272560459,1.0961003572740535,1.234207298033681
0.7282291206514772,862.8821433352771,176.40561083746428,8.193468820009816,1.3969031722431142,7.07566637678275
0.7912997565438272,639.7752727384616,217.36845047857645,1.3667919754725615,4.482814693289376,9.488407062820686
0.896350580938249,1096.008432766388,270.27881456282944,7.62321989371364,1.4632258832391658,1.562985771098279
0.8810754326209722,1084.522186743321,188.5018002246498,1.1727141965152876,2.043070883717709,8.296219064644388
0.8235717760833523,512.4952717225653,242.13889901304634,7.758764463240942,3.657208700130458,5.658812978775025
0.7068176650338583,635.0418811357134,180.6655152601627,5.895006965042431,4.079540946586118,3.741758041948022
0.8493404475014311,704.8516569764851,205.73142607352884,4.723379487616992,2.468002297319843,0.08630600467013158
0.7410505937718285,934.8149975726471,222.0495395766854,3.7556271786126154,3.267737962442867,1.3248337192831496
0.7298164397043686,625.8373086020868,226.80645203046865,1.8334815388205046,3.8815136605526015,0.8071843111248264
0.7211560761202365,681.0038891568099,189.55391731679737,1.612647282046031,2.6796966060967202,2.3286828216480706
0.7679287527718094,824.9706716657904,218.6667683161534,9.917693862473545,0.9266662276074538,0.2012367343487127
0.7545081923073081,652.0578232982023,255.1722166565806,6.071958443335478,4.044464310590527,8.99727776967458
0.7051346247680731,910.5437981221012,242.757744907789,4.520036774911807,2.880322965602732,7.7933096425191595
0.8617646776583546,569.7860164005795,174.27520984603512,1.2453751567661648,4.9240189840069775,3.657213900336168
0.8953051603922706,540.9215013193402,297.3852510168848,2.3164384042583066,2.9940181757791207,7.908146934496396
0.8935615302722915,562.8191524406291,289.8142900167727,4.437137724101733,1.4849448455164354,7.746338194285356
0.7486302634000764,583.7901214505572,120.39934527305327,6.61756286866171,2.931013390845606,6.087126721525269
