#radiusCurvatur  #surfaceEnerg  #pulloff Force
8.82636e-07	0.0131625	5.4747e-08
0.0755606	0.0458704	0.0163331
0.0532768	0.0219037	0.00549917
0.00470456	0.0678897	0.00150509
0.0679297	0.0934699	0.0299208
0.0383503	0.0519464	0.00938783
0.0830966	0.00346687	0.00135757
0.00534626	0.0529747	0.00133463
0.067115	0.000779742	0.00024661
0.0383416	0.00669356	0.0012094
0.0417487	0.0686804	0.0135119
0.0588977	0.0930443	0.0258244
0.0846167	0.0526976	0.021013
0.00919658	0.0653954	0.00283409
0.0416	0.070122	0.0137464
0.0910321	0.0762222	0.0326977
0.0262454	0.00475598	0.000588212
0.0736082	0.0328301	0.0113878
0.0632639	0.0756435	0.0225511
0.0991037	0.0365402	0.0170648
0.024704	0.0982552	0.0114383
0.0722661	0.075338	0.0256561
0.0651519	0.00727786	0.00223446
0.0631635	0.0884719	0.0263337
0.0272711	0.0436468	0.00560913
0.0766495	0.0477784	0.0172577
0.0237775	0.0274979	0.00308111
0.0359266	0.0166591	0.00282038
0.0486518	0.0897667	0.0205805
0.0909208	0.00606583	0.00259893
0.0904653	0.0504572	0.0215103
0.0516292	0.0319101	0.00776364
0.0986642	0.0494027	0.0229695
0.0266145	0.00908238	0.00113909
0.0947764	0.00738417	0.00329794
0.0500708	0.0384204	0.0090654
0.0277083	0.0913826	0.011932
0.0529748	0.0464499	0.0115957
0.094098	0.0050179	0.00222507
0.0761515	0.0770228	0.02764
0.0827817	0.0125453	0.00489391
0.00158687	0.0688486	0.000514846
0.0868247	0.062958	0.0257594
0.0736225	0.0725439	0.0251682
0.0999458	0.0888583	0.0418508
0.0233196	0.0306391	0.00336696
0.0351016	0.0513322	0.00849099
0.0591114	0.0845997	0.0235657
0.0412081	0.0841526	0.0163415
0.0269318	0.0415453	0.00527264
0.0537304	0.0467971	0.011849
0.0287213	0.017841	0.00241471
0.0153721	0.0571698	0.00414133
0.0802406	0.00331504	0.0012535
0.053445	0.049853	0.0125557
0.0955361	0.0748318	0.0336895
0.0554584	0.0890748	0.023279
0.062485	0.0842055	0.0247946
0.0159768	0.021283	0.00160238
0.071471	0.0130514	0.00439571
0.00909912	0.0274661	0.00117771
0.00030006	0.0414352	5.85893e-05
0.00268773	0.0709849	0.000899067
0.0937897	0.0239987	0.0106068
0.0180897	0.0317608	0.00270747
0.0886991	0.0652093	0.0272565
0.0150336	0.0681378	0.00482716
0.0385815	0.0387787	0.00705039
0.0499742	0.0147618	0.00347638
0.0587187	0.0845591	0.023398
0.0590109	0.0955413	0.0265684
0.0556147	0.0148237	0.00388496
0.0983305	0.0408826	0.0189438
0.0141821	0.0564942	0.00377559
0.0252127	0.0488566	0.00580475
0.0464031	0.0961099	0.0210163
0.0126032	0.0199837	0.00118685
0.031925	0.0629306	0.00946748
0.0126713	0.0651289	0.00388898
0.0621634	0.0803093	0.0235257
0.0247843	0.0476484	0.005565
0.0389315	0.020333	0.0037303
0.00283762	0.0901683	0.00120573
0.0426498	0.0142107	0.0028561
0.0947487	0.0410372	0.0183228
0.0131189	0.088566	0.00547529
0.00921745	0.0162282	0.000704893
0.00710645	0.0365402	0.00122367
0.0253058	0.0135196	0.00161222
0.0783153	0.0455362	0.0168052
0.0349525	0.0452355	0.00745072
0.0808945	0.0931681	0.0355163
0.0651646	0.0215327	0.00661228
0.0679593	0.0908931	0.0291086
0.0250126	0.0860874	0.0101471
0.0471263	0.0506005	0.0112372
0.0600394	0.081758	0.0231317
0.0755844	0.0462299	0.0164663
0.0951367	0.0632775	0.0283687
0.0439331	0.0824715	0.0170741
0.0688981	0.0702236	0.0227998
0.0987146	0.0954419	0.0443978
0.085127	0.0289387	0.0116088
0.0537426	0.0514483	0.0130296
0.0103435	0.0414087	0.00201836
0.0576717	0.0876578	0.0238229
0.0440039	0.0729775	0.0151329
0.0869264	0.0715671	0.0293161
0.0800721	0.0706565	0.0266609
0.0741716	0.00191905	0.000670757
0.0886031	0.0525035	0.0219219
0.0463323	0.00652874	0.00142546
0.0713423	0.0488994	0.0164396
0.0667679	0.0682081	0.0214608
0.0199556	0.0916642	0.00861995
0.0865883	0.089003	0.0363166
0.0543949	0.0139281	0.00357019
0.0450348	0.0989364	0.0209964
0.0215533	0.0446079	0.00453071
0.0315733	0.0514708	0.00765812
0.0881504	0.0439782	0.0182685
0.0467532	0.0806669	0.0177725
0.0365159	0.0211598	0.00364111
0.0999117	0.0153689	0.00723603
0.0630489	0.0616389	0.0183136
5.96042e-05	9.78912e-05	2.74955e-08
0.0773352	0.0727362	0.0265075
0.0319178	0.0417782	0.00628383
0.0682495	0.0680594	0.0218891
0.0205263	0.0836436	0.00809066
0.0708921	0.0828725	0.0276853
0.00945497	0.00818294	0.000364595
0.0764005	0.0629609	0.0226677
0.0213853	0.0213625	0.00215283
0.00810617	0.0388884	0.00148552
0.095216	0.094755	0.0425161
0.0389854	0.0269288	0.00494721
0.0692169	0.0284107	0.00926691
0.0776866	0.0783887	0.0286973
0.042246	0.0282228	0.00561858
0.0193968	0.00114151	0.00010434
0.0191825	0.0983237	0.008888
0.0244055	0.0819744	0.00942773
0.0136456	0.0398204	0.00256058
0.0601011	0.0176963	0.00501193
0.0828355	0.0157815	0.00616037
0.0987937	0.0257243	0.0119761
0.02336	0.0101727	0.00111983
0.0219411	0.0634754	0.00656305
0.0696008	0.079479	0.026068
