#radiusCurvature  #surfaceEnergy  #pulloff Force
8.82636e-07	0.0131625
0.0755606	0.0458704
0.0532768	0.0219037
0.00470456	0.0678897
0.0679297	0.0934699
0.0383503	0.0519464
0.0830966	0.00346687
0.00534626	0.0529747
0.067115	0.000779742
0.0383416	0.00669356
0.0417487	0.0686804
0.0588977	0.0930443
0.0846167	0.0526976
0.00919658	0.0653954
0.0416	0.070122
0.0910321	0.0762222
0.0262454	0.00475598
0.0736082	0.0328301
0.0632639	0.0756435
0.0991037	0.0365402
0.024704	0.0982552
0.0722661	0.075338
0.0651519	0.00727786
0.0631635	0.0884719
0.0272711	0.0436468
0.0766495	0.0477784
0.0237775	0.0274979
0.0359266	0.0166591
0.0486518	0.0897667
0.0909208	0.00606583
0.0904653	0.0504572
0.0516292	0.0319101
0.0986642	0.0494027
0.0266145	0.00908238
0.0947764	0.00738417
0.0500708	0.0384204
0.0277083	0.0913826
0.0529748	0.0464499
0.094098	0.0050179
0.0761515	0.0770228
0.0827817	0.0125453
0.00158687	0.0688486
0.0868247	0.062958
0.0736225	0.0725439
0.0999458	0.0888583
0.0233196	0.0306391
0.0351016	0.0513322
0.0591114	0.0845997
0.0412081	0.0841526
0.0269318	0.0415453
0.0537304	0.0467971
0.0287213	0.017841
0.0153721	0.0571698
0.0802406	0.00331504
0.053445	0.049853
0.0955361	0.0748318
0.0554584	0.0890748
0.062485	0.0842055
0.0159768	0.021283
0.071471	0.0130514
0.00909912	0.0274661
0.00030006	0.0414352
0.00268773	0.0709849
0.0937897	0.0239987
0.0180897	0.0317608
0.0886991	0.0652093
0.0150336	0.0681378
0.0385815	0.0387787
0.0499742	0.0147618
0.0587187	0.0845591
0.0590109	0.0955413
0.0556147	0.0148237
0.0983305	0.0408826
0.0141821	0.0564942
0.0252127	0.0488566
0.0464031	0.0961099
0.0126032	0.0199837
0.031925	0.0629306
0.0126713	0.0651289
0.0621634	0.0803093
0.0247843	0.0476484
0.0389315	0.020333
0.00283762	0.0901683
0.0426498	0.0142107
0.0947487	0.0410372
0.0131189	0.088566
0.00921745	0.0162282
0.00710645	0.0365402
0.0253058	0.0135196
0.0783153	0.0455362
0.0349525	0.0452355
0.0808945	0.0931681
0.0651646	0.0215327
0.0679593	0.0908931
0.0250126	0.0860874
0.0471263	0.0506005
0.0600394	0.081758
0.0755844	0.0462299
0.0951367	0.0632775
0.0439331	0.0824715
0.0688981	0.0702236
0.0987146	0.0954419
0.085127	0.0289387
0.0537426	0.0514483
0.0103435	0.0414087
0.0576717	0.0876578
0.0440039	0.0729775
0.0869264	0.0715671
0.0800721	0.0706565
0.0741716	0.00191905
0.0886031	0.0525035
0.0463323	0.00652874
0.0713423	0.0488994
0.0667679	0.0682081
0.0199556	0.0916642
0.0865883	0.089003
0.0543949	0.0139281
0.0450348	0.0989364
0.0215533	0.0446079
0.0315733	0.0514708
0.0881504	0.0439782
0.0467532	0.0806669
0.0365159	0.0211598
0.0999117	0.0153689
0.0630489	0.0616389
5.96042e-05	9.78912e-05
0.0773352	0.0727362
0.0319178	0.0417782
0.0682495	0.0680594
0.0205263	0.0836436
0.0708921	0.0828725
0.00945497	0.00818294
0.0764005	0.0629609
0.0213853	0.0213625
0.00810617	0.0388884
0.095216	0.094755
0.0389854	0.0269288
0.0692169	0.0284107
0.0776866	0.0783887
0.042246	0.0282228
0.0193968	0.00114151
0.0191825	0.0983237
0.0244055	0.0819744
0.0136456	0.0398204
0.0601011	0.0176963
0.0828355	0.0157815
0.0987937	0.0257243
0.02336	0.0101727
0.0219411	0.0634754
0.0696008	0.079479
0.0696243	0.0752965
0.0669521	0.0633467
0.00564416	0.0598257
0.0227008	0.0318846
0.0699835	0.0117525
0.0762571	0.0526171
0.0553912	0.058803
0.0329667	0.0703019
0.0143046	0.0161772
0.0485326	0.086024
0.0813266	0.055688
0.0738997	0.0316076
0.0135333	0.0528595
0.031074	0.058816
0.0518084	0.0430905
0.0258843	0.0370289
0.0393018	0.0446921
0.0475897	0.0387892
0.0279294	0.00783554
0.0369743	0.0253997
0.0671784	0.0676269
0.0513937	0.0728636
0.0720768	0.0944758
0.0460698	0.0940169
0.0321561	0.0460488
0.0517146	0.0661389
0.0401834	0.0605679
0.0986503	0.0150479
0.0670099	0.0343883
0.0541711	0.0522855
0.0829239	0.00150491
0.027421	0.0643015
0.0546137	0.0917856
0.0266614	0.097009
0.0246734	0.0843991
0.0694024	0.0455806
0.0817102	0.00221815
